10000055	Abingdon and Witney College 	Q01 	92%
10007825	Guildhall School of Music & Drama 	Q20 	84%
10007825	Guildhall School of Music & Drama 	Q21 	74%
10007825	Guildhall School of Music & Drama 	Q22 	81%
10007825	Guildhall School of Music & Drama 	Q24 	56%
10007832	Newman University 	Q01 	95%
10007832	Newman University 	Q02 	91%
10007832	Newman University 	Q03 	94%
10007832	Newman University 	Q04 	93%
10007832	Newman University 	Q05 	79%
10007832	Newman University 	Q06 	78%
10007832	Newman University 	Q07 	70%
10007832	Newman University 	Q08 	85%
10007832	Newman University 	Q09 	74%
10007832	Newman University 	Q10 	86%
10007832	Newman University 	Q11 	89%
10007832	Newman University 	Q12 	82%
10007832	Newman University 	Q13 	86%
10007832	Newman University 	Q14 	82%
10007832	Newman University 	Q15 	86%
10007832	Newman University 	Q16 	79%
10007832	Newman University 	Q17 	83%
10007832	Newman University 	Q18 	75%
10007832	Newman University 	Q19 	87%
10007832	Newman University 	Q20 	88%
10007832	Newman University 	Q21 	86%
10007832	Newman University 	Q22 	91%
10007832	Newman University 	Q24 	67%
10007833	Glyndwr University 	Q01 	86%
10007833	Glyndwr University 	Q02 	81%
10007833	Glyndwr University 	Q03 	86%
10007833	Glyndwr University 	Q04 	83%
10007833	Glyndwr University 	Q05 	82%
10007833	Glyndwr University 	Q06 	82%
10007833	Glyndwr University 	Q07 	74%
10007833	Glyndwr University 	Q08 	78%
10007833	Glyndwr University 	Q09 	74%
10007833	Glyndwr University 	Q10 	80%
10007833	Glyndwr University 	Q11 	84%
10007833	Glyndwr University 	Q12 	79%
10007833	Glyndwr University 	Q13 	81%
10007833	Glyndwr University 	Q14 	75%
10007833	Glyndwr University 	Q15 	73%
10007833	Glyndwr University 	Q16 	67%
10007833	Glyndwr University 	Q17 	76%
10007833	Glyndwr University 	Q18 	69%
10007833	Glyndwr University 	Q19 	84%
10007833	Glyndwr University 	Q20 	85%
10007833	Glyndwr University 	Q21 	84%
10007833	Glyndwr University 	Q22 	82%
10007833	Glyndwr University 	Q24 	61%
10007833	Glyndwr University 	NHS1 	89%
10007833	Glyndwr University 	NHS2 	98%
10007833	Glyndwr University 	NHS3 	94%
10007833	Glyndwr University 	NHS4 	98%
10007833	Glyndwr University 	NHS5 	97%
10007833	Glyndwr University 	NHS6 	97%
10007835	Royal Academy of Music 	Q01 	86%
10007835	Royal Academy of Music 	Q02 	84%
10007835	Royal Academy of Music 	Q03 	98%
10007835	Royal Academy of Music 	Q04 	79%
10007835	Royal Academy of Music 	Q05 	74%
10007835	Royal Academy of Music 	Q06 	63%
10007835	Royal Academy of Music 	Q07 	65%
10007835	Royal Academy of Music 	Q08 	70%
10007835	Royal Academy of Music 	Q09 	63%
10007835	Royal Academy of Music 	Q10 	77%
10007835	Royal Academy of Music 	Q11 	81%
10007835	Royal Academy of Music 	Q12 	72%
10007835	Royal Academy of Music 	Q13 	76%
10007835	Royal Academy of Music 	Q14 	79%
10007835	Royal Academy of Music 	Q15 	72%
10007835	Royal Academy of Music 	Q16 	91%
10007835	Royal Academy of Music 	Q17 	83%
10007835	Royal Academy of Music 	Q18 	74%
10007835	Royal Academy of Music 	Q19 	70%
10007835	Royal Academy of Music 	Q20 	79%
10007835	Royal Academy of Music 	Q21 	84%
10007835	Royal Academy of Music 	Q22 	88%
10007835	Royal Academy of Music 	Q24 	69%
10007837	Royal Northern College of Music 	Q01 	94%
10007837	Royal Northern College of Music 	Q02 	85%
10007837	Royal Northern College of Music 	Q03 	95%
10007837	Royal Northern College of Music 	Q04 	75%
10007837	Royal Northern College of Music 	Q05 	76%
10007837	Royal Northern College of Music 	Q06 	69%
10007837	Royal Northern College of Music 	Q07 	74%
10007837	Royal Northern College of Music 	Q08 	78%
10007837	Royal Northern College of Music 	Q09 	67%
10007837	Royal Northern College of Music 	Q10 	80%
10007837	Royal Northern College of Music 	Q11 	88%
10007837	Royal Northern College of Music 	Q12 	77%
10007837	Royal Northern College of Music 	Q13 	79%
10007837	Royal Northern College of Music 	Q14 	78%
10007837	Royal Northern College of Music 	Q15 	72%
10007837	Royal Northern College of Music 	Q16 	90%
10007837	Royal Northern College of Music 	Q17 	98%
10007837	Royal Northern College of Music 	Q18 	70%
10007837	Royal Northern College of Music 	Q19 	79%
10007837	Royal Northern College of Music 	Q20 	82%
10007837	Royal Northern College of Music 	Q21 	80%
10007837	Royal Northern College of Music 	Q22 	91%
10007837	Royal Northern College of Music 	Q24 	85%
10007842	University of Cumbria 	Q01 	90%
10007842	University of Cumbria 	Q02 	85%
10007842	University of Cumbria 	Q03 	88%
10007842	University of Cumbria 	Q04 	82%
10007842	University of Cumbria 	Q05 	82%
10007842	University of Cumbria 	Q06 	80%
10007842	University of Cumbria 	Q07 	71%
10007842	University of Cumbria 	Q08 	79%
10007842	University of Cumbria 	Q09 	71%
10007842	University of Cumbria 	Q10 	82%
10007842	University of Cumbria 	Q11 	84%
10007842	University of Cumbria 	Q12 	82%
10007842	University of Cumbria 	Q13 	71%
10007842	University of Cumbria 	Q14 	67%
10007842	University of Cumbria 	Q15 	65%
10007842	University of Cumbria 	Q16 	82%
10007842	University of Cumbria 	Q17 	89%
10007842	University of Cumbria 	Q18 	84%
10007842	University of Cumbria 	Q19 	86%
10007842	University of Cumbria 	Q20 	88%
10007842	University of Cumbria 	Q21 	84%
10007842	University of Cumbria 	Q22 	83%
10007842	University of Cumbria 	Q24 	57%
10007842	University of Cumbria 	NHS1 	79%
10007842	University of Cumbria 	NHS2 	93%
10007842	University of Cumbria 	NHS3 	85%
10007842	University of Cumbria 	NHS4 	92%
10007842	University of Cumbria 	NHS5 	90%
10007842	University of Cumbria 	NHS6 	85%
10007843	St Mary's University College 	Q01 	91%
10007843	St Mary's University College 	Q02 	86%
10007843	St Mary's University College 	Q03 	91%
10007843	St Mary's University College 	Q04 	84%
10007843	St Mary's University College 	Q05 	75%
10007843	St Mary's University College 	Q06 	74%
10007843	St Mary's University College 	Q07 	61%
10007843	St Mary's University College 	Q08 	75%
10007843	St Mary's University College 	Q09 	67%
10007843	St Mary's University College 	Q10 	77%
10007843	St Mary's University College 	Q11 	83%
10007843	St Mary's University College 	Q12 	74%
10007843	St Mary's University College 	Q13 	85%
10007843	St Mary's University College 	Q14 	69%
10007843	St Mary's University College 	Q15 	72%
10007843	St Mary's University College 	Q16 	69%
10007843	St Mary's University College 	Q17 	74%
10007843	St Mary's University College 	Q18 	70%
10007843	St Mary's University College 	Q19 	83%
10007843	St Mary's University College 	Q20 	84%
10007843	St Mary's University College 	Q21 	80%
10007843	St Mary's University College 	Q22 	85%
10007843	St Mary's University College 	Q24 	61%
10007848	University of Chester 	Q01 	93%
10007848	University of Chester 	Q02 	85%
10007848	University of Chester 	Q03 	90%
10007848	University of Chester 	Q04 	84%
10007848	University of Chester 	Q05 	81%
10007848	University of Chester 	Q06 	81%
10007848	University of Chester 	Q07 	73%
10007848	University of Chester 	Q08 	78%
10007848	University of Chester 	Q09 	70%
10007848	University of Chester 	Q10 	85%
10007848	University of Chester 	Q11 	87%
10007848	University of Chester 	Q12 	81%
10007848	University of Chester 	Q13 	78%
10007848	University of Chester 	Q14 	74%
10007848	University of Chester 	Q15 	76%
10007848	University of Chester 	Q16 	81%
10007848	University of Chester 	Q17 	85%
10007848	University of Chester 	Q18 	81%
10007848	University of Chester 	Q19 	84%
10007848	University of Chester 	Q20 	86%
10007848	University of Chester 	Q21 	83%
10007848	University of Chester 	Q22 	88%
10007848	University of Chester 	Q24 	76%
10007848	University of Chester 	NHS1 	80%
10007848	University of Chester 	NHS2 	90%
10007848	University of Chester 	NHS3 	91%
10007848	University of Chester 	NHS4 	95%
10007848	University of Chester 	NHS5 	94%
10007848	University of Chester 	NHS6 	91%
10007849	University of Abertay Dundee 	Q01 	91%
10007849	University of Abertay Dundee 	Q02 	84%
10007849	University of Abertay Dundee 	Q03 	86%
10007849	University of Abertay Dundee 	Q04 	83%
10007849	University of Abertay Dundee 	Q05 	74%
10007849	University of Abertay Dundee 	Q06 	74%
10007849	University of Abertay Dundee 	Q07 	44%
10007849	University of Abertay Dundee 	Q08 	57%
10007849	University of Abertay Dundee 	Q09 	54%
10007849	University of Abertay Dundee 	Q10 	81%
10007849	University of Abertay Dundee 	Q11 	90%
10007849	University of Abertay Dundee 	Q12 	77%
10007849	University of Abertay Dundee 	Q13 	77%
10007849	University of Abertay Dundee 	Q14 	71%
10007849	University of Abertay Dundee 	Q15 	74%
10007849	University of Abertay Dundee 	Q16 	79%
10007849	University of Abertay Dundee 	Q17 	83%
10007849	University of Abertay Dundee 	Q18 	77%
10007849	University of Abertay Dundee 	Q19 	78%
10007849	University of Abertay Dundee 	Q20 	82%
10007849	University of Abertay Dundee 	Q21 	80%
10007849	University of Abertay Dundee 	Q22 	84%
10007849	University of Abertay Dundee 	Q24 	72%
10007850	University of Bath 	Q01 	95%
10007850	University of Bath 	Q02 	89%
10007850	University of Bath 	Q03 	93%
10007850	University of Bath 	Q04 	92%
10007850	University of Bath 	Q05 	78%
10007850	University of Bath 	Q06 	84%
10007850	University of Bath 	Q07 	75%
10007850	University of Bath 	Q08 	69%
10007850	University of Bath 	Q09 	67%
10007850	University of Bath 	Q10 	84%
10007850	University of Bath 	Q11 	94%
10007850	University of Bath 	Q12 	81%
10007850	University of Bath 	Q13 	87%
10007850	University of Bath 	Q14 	89%
10007850	University of Bath 	Q15 	91%
10007850	University of Bath 	Q16 	92%
10007850	University of Bath 	Q17 	92%
10007850	University of Bath 	Q18 	90%
10007850	University of Bath 	Q19 	87%
10007850	University of Bath 	Q20 	88%
10007850	University of Bath 	Q21 	89%
10007850	University of Bath 	Q22 	94%
10007850	University of Bath 	Q24 	86%
10007851	University of Derby 	Q01 	91%
10007851	University of Derby 	Q02 	86%
10007851	University of Derby 	Q03 	90%
10007851	University of Derby 	Q04 	86%
10007851	University of Derby 	Q05 	80%
10007851	University of Derby 	Q06 	81%
10007851	University of Derby 	Q07 	72%
10007851	University of Derby 	Q08 	78%
10007851	University of Derby 	Q09 	73%
10007851	University of Derby 	Q10 	82%
10007851	University of Derby 	Q11 	86%
10007851	University of Derby 	Q12 	83%
10007851	University of Derby 	Q13 	81%
10007851	University of Derby 	Q14 	79%
10007851	University of Derby 	Q15 	76%
10007851	University of Derby 	Q16 	87%
10007851	University of Derby 	Q17 	91%
10007851	University of Derby 	Q18 	84%
10007851	University of Derby 	Q19 	85%
10007851	University of Derby 	Q20 	87%
10007851	University of Derby 	Q21 	85%
10007851	University of Derby 	Q22 	86%
10007851	University of Derby 	Q24 	63%
10007851	University of Derby 	NHS1 	79%
10007851	University of Derby 	NHS2 	97%
10007851	University of Derby 	NHS3 	96%
10007851	University of Derby 	NHS4 	96%
10007851	University of Derby 	NHS5 	96%
10007851	University of Derby 	NHS6 	91%
10007852	University of Dundee 	Q01 	92%
10007852	University of Dundee 	Q02 	86%
10007852	University of Dundee 	Q03 	89%
10007852	University of Dundee 	Q04 	88%
10007852	University of Dundee 	Q05 	72%
10007852	University of Dundee 	Q06 	76%
10007852	University of Dundee 	Q07 	61%
10007852	University of Dundee 	Q08 	65%
10007852	University of Dundee 	Q09 	60%
10007852	University of Dundee 	Q10 	79%
10007852	University of Dundee 	Q11 	89%
10007852	University of Dundee 	Q12 	78%
10007852	University of Dundee 	Q13 	76%
10007852	University of Dundee 	Q14 	73%
10007852	University of Dundee 	Q15 	70%
10007852	University of Dundee 	Q16 	88%
10007852	University of Dundee 	Q17 	90%
10007852	University of Dundee 	Q18 	84%
10007852	University of Dundee 	Q19 	84%
10007852	University of Dundee 	Q20 	89%
10007852	University of Dundee 	Q21 	85%
10007852	University of Dundee 	Q22 	88%
10007852	University of Dundee 	Q24 	82%
10007854	Cardiff Metropolitan University 	Q01 	89%
10007854	Cardiff Metropolitan University 	Q02 	81%
10007854	Cardiff Metropolitan University 	Q03 	87%
10007854	Cardiff Metropolitan University 	Q04 	82%
10007854	Cardiff Metropolitan University 	Q05 	80%
10007854	Cardiff Metropolitan University 	Q06 	78%
10007854	Cardiff Metropolitan University 	Q07 	65%
10007854	Cardiff Metropolitan University 	Q08 	74%
10007854	Cardiff Metropolitan University 	Q09 	70%
10007854	Cardiff Metropolitan University 	Q10 	81%
10007854	Cardiff Metropolitan University 	Q11 	85%
10007854	Cardiff Metropolitan University 	Q12 	81%
10007854	Cardiff Metropolitan University 	Q13 	82%
10007854	Cardiff Metropolitan University 	Q14 	79%
10007854	Cardiff Metropolitan University 	Q15 	75%
10007854	Cardiff Metropolitan University 	Q16 	82%
10007854	Cardiff Metropolitan University 	Q17 	89%
10007854	Cardiff Metropolitan University 	Q18 	84%
10007854	Cardiff Metropolitan University 	Q19 	83%
10007854	Cardiff Metropolitan University 	Q20 	88%
10007854	Cardiff Metropolitan University 	Q21 	83%
10007854	Cardiff Metropolitan University 	Q22 	85%
10007854	Cardiff Metropolitan University 	Q24 	68%
10007854	Cardiff Metropolitan University 	NHS1 	76%
10007854	Cardiff Metropolitan University 	NHS2 	93%
10007854	Cardiff Metropolitan University 	NHS3 	100%
10007854	Cardiff Metropolitan University 	NHS4 	92%
10007854	Cardiff Metropolitan University 	NHS5 	95%
10007854	Cardiff Metropolitan University 	NHS6 	93%
10007855	Swansea University 	Q01 	91%
10007855	Swansea University 	Q02 	82%
10007855	Swansea University 	Q03 	86%
10007855	Swansea University 	Q04 	85%
10007855	Swansea University 	Q05 	76%
10007855	Swansea University 	Q06 	77%
10007855	Swansea University 	Q07 	66%
10007855	Swansea University 	Q08 	67%
10007855	Swansea University 	Q09 	64%
10007855	Swansea University 	Q10 	77%
10007855	Swansea University 	Q11 	86%
10007855	Swansea University 	Q12 	75%
10007855	Swansea University 	Q13 	78%
10007855	Swansea University 	Q14 	78%
10007855	Swansea University 	Q15 	76%
10007855	Swansea University 	Q16 	80%
10007855	Swansea University 	Q17 	82%
10007855	Swansea University 	Q18 	76%
10007855	Swansea University 	Q19 	78%
10007855	Swansea University 	Q20 	80%
10007855	Swansea University 	Q21 	81%
10007855	Swansea University 	Q22 	86%
10007855	Swansea University 	Q24 	74%
10007855	Swansea University 	NHS1 	84%
10007855	Swansea University 	NHS2 	90%
10007855	Swansea University 	NHS3 	87%
10007855	Swansea University 	NHS4 	95%
10007855	Swansea University 	NHS5 	93%
10007855	Swansea University 	NHS6 	92%
10007856	Aberystwyth University 	Q01 	89%
10007856	Aberystwyth University 	Q02 	80%
10007856	Aberystwyth University 	Q03 	84%
10007856	Aberystwyth University 	Q04 	83%
10007856	Aberystwyth University 	Q05 	69%
10007856	Aberystwyth University 	Q06 	76%
10007856	Aberystwyth University 	Q07 	57%
10007856	Aberystwyth University 	Q08 	67%
10007856	Aberystwyth University 	Q09 	59%
10007856	Aberystwyth University 	Q10 	73%
10007856	Aberystwyth University 	Q11 	84%
10007856	Aberystwyth University 	Q12 	73%
10007856	Aberystwyth University 	Q13 	75%
10007856	Aberystwyth University 	Q14 	71%
10007856	Aberystwyth University 	Q15 	71%
10007856	Aberystwyth University 	Q16 	79%
10007856	Aberystwyth University 	Q17 	85%
10007856	Aberystwyth University 	Q18 	76%
10007856	Aberystwyth University 	Q19 	76%
10007856	Aberystwyth University 	Q20 	79%
10007856	Aberystwyth University 	Q21 	76%
10007856	Aberystwyth University 	Q22 	83%
10007856	Aberystwyth University 	Q24 	61%
10007857	Bangor University 	Q01 	91%
10007857	Bangor University 	Q02 	83%
10007857	Bangor University 	Q03 	88%
10007857	Bangor University 	Q04 	84%
10007857	Bangor University 	Q05 	77%
10007857	Bangor University 	Q06 	82%
10007857	Bangor University 	Q07 	70%
10007857	Bangor University 	Q08 	70%
10007857	Bangor University 	Q09 	64%
10007857	Bangor University 	Q10 	78%
10007857	Bangor University 	Q11 	88%
10007857	Bangor University 	Q12 	77%
10007857	Bangor University 	Q13 	83%
10007857	Bangor University 	Q14 	79%
10007857	Bangor University 	Q15 	78%
10007857	Bangor University 	Q16 	81%
10007857	Bangor University 	Q17 	86%
10007857	Bangor University 	Q18 	77%
10007857	Bangor University 	Q19 	81%
10007857	Bangor University 	Q20 	84%
10007857	Bangor University 	Q21 	80%
10007857	Bangor University 	Q22 	86%
10007857	Bangor University 	Q24 	66%
10007857	Bangor University 	NHS1 	82%
10007857	Bangor University 	NHS2 	93%
10007857	Bangor University 	NHS3 	89%
10007857	Bangor University 	NHS4 	96%
10007857	Bangor University 	NHS5 	95%
10007857	Bangor University 	NHS6 	95%
10007858	University of Wales Trinity Saint David 	Q01 	86%
10007858	University of Wales Trinity Saint David 	Q02 	79%
10007858	University of Wales Trinity Saint David 	Q03 	83%
10007858	University of Wales Trinity Saint David 	Q04 	76%
10007858	University of Wales Trinity Saint David 	Q05 	74%
10007858	University of Wales Trinity Saint David 	Q06 	75%
10007858	University of Wales Trinity Saint David 	Q07 	60%
10007858	University of Wales Trinity Saint David 	Q08 	73%
10007858	University of Wales Trinity Saint David 	Q09 	66%
10007858	University of Wales Trinity Saint David 	Q10 	74%
10007858	University of Wales Trinity Saint David 	Q11 	78%
10007858	University of Wales Trinity Saint David 	Q12 	75%
10007858	University of Wales Trinity Saint David 	Q13 	72%
10007858	University of Wales Trinity Saint David 	Q14 	61%
10007858	University of Wales Trinity Saint David 	Q15 	59%
10007858	University of Wales Trinity Saint David 	Q16 	70%
10007858	University of Wales Trinity Saint David 	Q17 	76%
10007858	University of Wales Trinity Saint David 	Q18 	68%
10007858	University of Wales Trinity Saint David 	Q19 	79%
10007858	University of Wales Trinity Saint David 	Q20 	83%
10007858	University of Wales Trinity Saint David 	Q21 	80%
10007858	University of Wales Trinity Saint David 	Q22 	76%
10007858	University of Wales Trinity Saint David 	Q24 	67%
10007859	Warwickshire College 	Q01 	88%
10007859	Warwickshire College 	Q02 	80%
10007859	Warwickshire College 	Q03 	82%
10007859	Warwickshire College 	Q04 	83%
10007859	Warwickshire College 	Q05 	77%
10007859	Warwickshire College 	Q06 	82%
10007859	Warwickshire College 	Q07 	65%
10007859	Warwickshire College 	Q08 	83%
10007859	Warwickshire College 	Q09 	74%
10007859	Warwickshire College 	Q10 	78%
10007859	Warwickshire College 	Q11 	78%
10007859	Warwickshire College 	Q12 	75%
10007859	Warwickshire College 	Q13 	85%
10007859	Warwickshire College 	Q14 	73%
10007859	Warwickshire College 	Q15 	69%
10007859	Warwickshire College 	Q16 	82%
10007859	Warwickshire College 	Q17 	85%
10007859	Warwickshire College 	Q18 	80%
10007859	Warwickshire College 	Q19 	78%
10007859	Warwickshire College 	Q20 	80%
10007859	Warwickshire College 	Q21 	76%
10007859	Warwickshire College 	Q22 	83%
10007859	Warwickshire College 	Q24 	43%
10007916	The College of West Anglia 	Q01 	98%
10007916	The College of West Anglia 	Q02 	92%
10007916	The College of West Anglia 	Q03 	92%
10007916	The College of West Anglia 	Q04 	90%
10007916	The College of West Anglia 	Q05 	92%
10007916	The College of West Anglia 	Q06 	92%
10007916	The College of West Anglia 	Q07 	88%
10007916	The College of West Anglia 	Q08 	92%
10007916	The College of West Anglia 	Q09 	94%
10007916	The College of West Anglia 	Q10 	88%
10007916	The College of West Anglia 	Q11 	90%
10007916	The College of West Anglia 	Q12 	88%
10007916	The College of West Anglia 	Q13 	80%
10007916	The College of West Anglia 	Q14 	80%
10007916	The College of West Anglia 	Q15 	88%
10007916	The College of West Anglia 	Q16 	64%
10007916	The College of West Anglia 	Q17 	65%
10007916	The College of West Anglia 	Q18 	57%
10007916	The College of West Anglia 	Q19 	90%
10007916	The College of West Anglia 	Q20 	94%
10007916	The College of West Anglia 	Q21 	86%
10007916	The College of West Anglia 	Q22 	94%
10007916	The College of West Anglia 	Q24 	70%
10007924	Dudley College of Technology 	Q01 	92%
10007924	Dudley College of Technology 	Q02 	79%
10007924	Dudley College of Technology 	Q03 	83%
10007924	Dudley College of Technology 	Q04 	92%
10007924	Dudley College of Technology 	Q05 	79%
10007924	Dudley College of Technology 	Q06 	96%
10007924	Dudley College of Technology 	Q07 	79%
10007924	Dudley College of Technology 	Q08 	92%
10007924	Dudley College of Technology 	Q09 	88%
10007924	Dudley College of Technology 	Q10 	92%
10007924	Dudley College of Technology 	Q11 	92%
10007924	Dudley College of Technology 	Q12 	79%
10007924	Dudley College of Technology 	Q13 	92%
10007924	Dudley College of Technology 	Q14 	83%
10007924	Dudley College of Technology 	Q15 	79%
10007924	Dudley College of Technology 	Q16 	79%
10007924	Dudley College of Technology 	Q17 	79%
10007924	Dudley College of Technology 	Q18 	63%
10007924	Dudley College of Technology 	Q19 	74%
10007924	Dudley College of Technology 	Q20 	79%
10007924	Dudley College of Technology 	Q21 	79%
10007924	Dudley College of Technology 	Q22 	92%
10007924	Dudley College of Technology 	Q24 	35%
10007938	Grimsby Institute of Further and Higher Education 	Q01 	92%
10007938	Grimsby Institute of Further and Higher Education 	Q02 	85%
10007938	Grimsby Institute of Further and Higher Education 	Q03 	87%
10007938	Grimsby Institute of Further and Higher Education 	Q04 	82%
10007938	Grimsby Institute of Further and Higher Education 	Q05 	81%
10007938	Grimsby Institute of Further and Higher Education 	Q06 	85%
10007938	Grimsby Institute of Further and Higher Education 	Q07 	75%
10007938	Grimsby Institute of Further and Higher Education 	Q08 	87%
10007938	Grimsby Institute of Further and Higher Education 	Q09 	83%
10007938	Grimsby Institute of Further and Higher Education 	Q10 	85%
10007938	Grimsby Institute of Further and Higher Education 	Q11 	82%
10007938	Grimsby Institute of Further and Higher Education 	Q12 	82%
10007938	Grimsby Institute of Further and Higher Education 	Q13 	84%
10007938	Grimsby Institute of Further and Higher Education 	Q14 	75%
10007938	Grimsby Institute of Further and Higher Education 	Q15 	75%
10007938	Grimsby Institute of Further and Higher Education 	Q16 	83%
10007938	Grimsby Institute of Further and Higher Education 	Q17 	81%
10007938	Grimsby Institute of Further and Higher Education 	Q18 	80%
10007938	Grimsby Institute of Further and Higher Education 	Q19 	83%
10007938	Grimsby Institute of Further and Higher Education 	Q20 	81%
10007938	Grimsby Institute of Further and Higher Education 	Q21 	82%
10007938	Grimsby Institute of Further and Higher Education 	Q22 	86%
10007938	Grimsby Institute of Further and Higher Education 	Q24 	48%
10007945	Highbury College 	Q01 	88%
10007945	Highbury College 	Q02 	85%
10007945	Highbury College 	Q03 	83%
10007945	Highbury College 	Q04 	83%
10007945	Highbury College 	Q05 	90%
10007945	Highbury College 	Q06 	88%
10007945	Highbury College 	Q07 	70%
10007945	Highbury College 	Q08 	83%
10007945	Highbury College 	Q09 	83%
10007945	Highbury College 	Q10 	80%
10007945	Highbury College 	Q11 	88%
10007945	Highbury College 	Q12 	77%
10007945	Highbury College 	Q13 	85%
10007945	Highbury College 	Q14 	77%
10007945	Highbury College 	Q15 	75%
10007945	Highbury College 	Q16 	88%
10007945	Highbury College 	Q17 	70%
10007945	Highbury College 	Q18 	76%
10007945	Highbury College 	Q19 	90%
10007945	Highbury College 	Q20 	93%
10007945	Highbury College 	Q21 	88%
10007945	Highbury College 	Q22 	83%
10007945	Highbury College 	Q24 	48%
10008010	Stranmillis University College 	Q01 	95%
10008010	Stranmillis University College 	Q02 	88%
10008010	Stranmillis University College 	Q03 	89%
10008010	Stranmillis University College 	Q04 	84%
10008010	Stranmillis University College 	Q05 	92%
10008010	Stranmillis University College 	Q06 	85%
10008010	Stranmillis University College 	Q07 	67%
10008010	Stranmillis University College 	Q08 	76%
10008010	Stranmillis University College 	Q09 	68%
10008010	Stranmillis University College 	Q10 	87%
10008010	Stranmillis University College 	Q11 	91%
10008010	Stranmillis University College 	Q12 	84%
10008010	Stranmillis University College 	Q13 	84%
10008010	Stranmillis University College 	Q14 	86%
10008010	Stranmillis University College 	Q15 	78%
10008010	Stranmillis University College 	Q16 	72%
10008010	Stranmillis University College 	Q17 	87%
10008010	Stranmillis University College 	Q18 	78%
10008010	Stranmillis University College 	Q19 	93%
10008010	Stranmillis University College 	Q20 	92%
10008010	Stranmillis University College 	Q21 	87%
10008010	Stranmillis University College 	Q22 	88%
10008010	Stranmillis University College 	Q24 	81%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q01 	90%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q02 	79%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q03 	89%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q04 	81%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q05 	64%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q06 	54%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q07 	54%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q08 	68%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q09 	58%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q10 	79%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q11 	82%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q12 	76%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q13 	72%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q14 	45%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q15 	57%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q16 	93%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q17 	91%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q18 	81%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q19 	78%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q20 	84%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q21 	75%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q22 	81%
10008017	Trinity Laban Conservatoire of Music and Dance 	Q24 	74%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	93%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	92%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	93%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	90%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	84%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	85%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	82%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	88%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	81%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	89%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	91%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	86%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	86%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	91%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	92%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	93%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	94%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	91%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	93%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	95%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	96%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	91%
10008026	St Mary's University College	 A College of The Queen's University of Belfast 	91%
10008119	Bridgend College 	Q01 	94%
10008119	Bridgend College 	Q02 	90%
10008119	Bridgend College 	Q03 	88%
10008119	Bridgend College 	Q04 	86%
10008119	Bridgend College 	Q05 	87%
10008119	Bridgend College 	Q06 	85%
10008119	Bridgend College 	Q07 	83%
10008119	Bridgend College 	Q08 	85%
10008119	Bridgend College 	Q09 	81%
10008119	Bridgend College 	Q10 	89%
10008119	Bridgend College 	Q11 	86%
10008119	Bridgend College 	Q12 	87%
10008119	Bridgend College 	Q13 	77%
10008119	Bridgend College 	Q14 	77%
10008119	Bridgend College 	Q15 	73%
10008119	Bridgend College 	Q16 	55%
10008119	Bridgend College 	Q17 	64%
10008119	Bridgend College 	Q18 	72%
10008119	Bridgend College 	Q19 	83%
10008119	Bridgend College 	Q20 	86%
